연번,지방청,경찰서,관서명,구분,전화번호,주소
461,인천청,인천연수,송도국제도시2,지구대,032-453-0840,인천광역시 연수구 송도과학로51번길 70
462,인천청,인천삼산,갈산,지구대,032-509-0301,인천광역시 부평구 갈산동 180-25
463,인천청,인천삼산,부흥,지구대,032-509-0302,"인천광역시 부평구 부개로 4번길 (구, 부개3동 501-10)"
464,인천청,인천삼산,중앙,지구대,032-509-0303,인천광역시 부평구 주부토로 205-1 
465,인천청,인천삼산,부개,파출소,032-509-0304,인천광역시 부평구 부개동 331
466,인천청,인천삼산,부개2,파출소,032-509-0305,인천광역시 부평구 충선로 49번길 
467,인천청,인천논현,만월,지구대,032-454-9701,인천광역시 남동구 장승남로47번길 7
468,인천청,인천논현,논현,지구대,032-454-9702,인천광역시 남동구 앵고개로 797
469,인천청,인천논현,남동공단,파출소,032-454-9705,인천광역시 남동구 남동대로239번길 112
470,인천청,인천논현,서창,파출소,032-454-9706,인천광역시 남동구 독곡로 30
471,광주청,광주동부,금남,지구대,062-225-0112,광주광역시 동구 예술길 31-5
472,광주청,광주동부,지원,파출소,062-222-4574,광주광역시 동구 남문로 570 
473,광주청,광주동부,학서,파출소,062-226-5688,광주광역시 동구 양림로 119 번길 13
474,광주청,광주동부,산수,파출소,062-521-0113,광주광역시 동구 필문대로 157
475,광주청,광주동부,지산,파출소,062-609-4117,광주광역시 동구 지호로 131
476,광주청,광주서부,상무,지구대,062-381-0112,광주광역시 서구 상무연하로 106
477,광주청,광주서부,금호,지구대,062-376-6136,광주광역시 서구 운천로 30
478,광주청,광주서부,화정,지구대,062-372-0112,광주광역시 서구 화운로 160
479,광주청,광주서부,농성,파출소,062-369-0112,광주광역시 서구 화정로 316
480,광주청,광주서부,동천,파출소,062-523-1113,광주광역시 서구 유림로98번길 6
481,광주청,광주서부,염주,파출소,062-375-0112,광주광역시 서구 염화로134번길 84
482,광주청,광주서부,풍암,파출소,062-676-6112,광주광역시 서구 풍암1로 33
483,광주청,광주남부,대촌,파출소,062-374-0112,광주광역시 남구 고싸움로 136
484,광주청,광주남부,백운,지구대,062-652-0112,광주광역시 남구 월산로 30 
485,광주청,광주남부,방림,지구대,062-672-0112,광주광역시 남구 대남대로149번길 8
486,광주청,광주남부,효덕,지구대,062-653-0112,광주광역시 남구 화산로 27
487,광주청,광주남부,양림,파출소,062-671-0112,광주광역시 남구 천변좌로 410 
488,광주청,광주남부,주월,파출소,062-681-0112,광주광역시 남구 회재로1217번길 7
489,광주청,광주북부,동운,지구대,062-513-2112,광주광역시 북구 북문대로 240
490,광주청,광주북부,두암,지구대,062-265-1113,광주광역시 북구 군왕로 146
491,광주청,광주북부,용봉,지구대,062-528-2112,광주광역시 북구 문화소통로 78
492,광주청,광주북부,일곡,지구대,062-573-0112,광주광역시 북구 설죽로 489
493,광주청,광주북부,문흥,지구대,062-268-0122,광주광역시 북구 대천로 146
494,광주청,광주북부,역전,지구대,062-521-0112,광주광역시 북구 태봉로 57
495,광주청,광주북부,건국,지구대,062-571-0113,광주광역시 북구 본촌마을길102번길 17
496,광주청,광주북부,우산,지구대,062-264-8701,광주광역시 북구 중문로 63
497,광주청,광주북부,석곡,파출소,062-266-9912,광주광역시 북구 동문대로 642 
498,광주청,광주광산,수완,지구대,062-951-9112,광주광역시 광산구 수완로 63
499,광주청,광주광산,우산,지구대,062-941-7002,광주광역시 광산구 사암로 106번길 3
500,광주청,광주광산,월곡,지구대,062-951-0112,광주광역시 광산구 사암로 274
501,광주청,광주광산,첨단,지구대,062-971-5112,광주광역시 광산구 첨단중앙로106번길 65-15
502,광주청,광주광산,동곡,파출소,062-943-7006,광주광역시 광산구 동곡로 155
503,광주청,광주광산,하남,파출소,062-951-8113,광주광역시 광산구 고봉로 124
504,광주청,광주광산,삼도,파출소,062-943-7413,광주광역시 광산구 삼도로 341-3
505,광주청,광주광산,본량,파출소,062-943-9712,광주광역시 광산구 용진로 395
506,광주청,광주광산,도산,파출소,062-941-7004,광주광역시 광산구 상무대로 93
507,광주청,광주광산,송정,파출소,062-941-7001,광주광역시 광산구 상무대로 342
508,광주청,광주광산,임곡,파출소,062-952-8112,광주광역시 광산구 하림길 1
509,광주청,광주광산,비아,파출소,062-953-9112,광주광역시 광산구 비아중앙로31번길 14
510,광주청,광주광산,평동,파출소,062-943-7005,광주광역시 광산구 평동로 790-16
511,대전청,대전중부,남대전,지구대,042-252-0113,대전광역시 중구 대종로 373 남대전지구대
512,대전청,대전중부,유등,지구대,042-583-3112,"대전광역시 중구 계백로1566번길 104, 유등지구대"
513,대전청,대전중부,서대전,지구대,042-252-2220,대전광역시 중구 중앙로 14
514,대전청,대전중부,선화,파출소,042-222-0113,대전광역시 중구 선화서로 91
515,대전청,대전중부,중촌,파출소,042-254-0112,대전광역시 중구 대종로 661-1
516,대전청,대전동부,용전,지구대,042-600-2170,대전광역시 동구 동서대로1695번길 30
517,대전청,대전동부,대전역,지구대,042-220-2171,대전광역시 동구 역전시장길 7
518,대전청,대전동부,가양,지구대,042-600-2172,대전광역시 동구 우암로 299 가양지구대
519,대전청,대전동부,천동,파출소,042-600-2173,대전광역시 동구 대전로 501
520,대전청,대전동부,판암,파출소,042-600-2174,대전광역시 동구 옥천로 212 판암파출소
521,대전청,대전동부,산내,파출소,042-600-2175,대전광역시 동구 산내로 1332 산내파출소
522,대전청,대전서부,도마,지구대,042-600-3001,대전광역시 서구 계백로 1366
523,대전청,대전서부,내동,지구대,042-600-3002,대전광역시 서구 갈마로 246 내동지구대
524,대전청,대전서부,구봉,지구대,042-600-3003,대전광역시 서구 관저로 65 구봉지구대
525,대전청,대전서부,가수원,파출소,042-600-3004,대전광역시 서구 용소로40번길 7 가수원파출소
526,대전청,대전대덕,신탄진,지구대,042-600-4311,대전광역시 대덕구 대덕대로 1427
527,대전청,대전대덕,중리,지구대,042-634-0112,대전광역시 대덕구 한밭대로 1084
528,대전청,대전대덕,송촌,지구대,042-600-4133,대전광역시 대덕구 동춘당로 63
529,대전청,대전대덕,회덕,파출소,042-600-4314,대전광역시 대덕구 대전로 1386
530,대전청,대전둔산,갈마,지구대,042-600-5102,대전광역시 서구 신갈마로 211
531,대전청,대전둔산,둔산,지구대,042-600-5101,대전광역시 서구 둔산남로 9번길 21
532,대전청,대전둔산,월평,지구대,042-600-5103,대전광역시 서구 청사로 27-7
533,대전청,대전둔산,청사,지구대,042-600-5104,대전광역시 서구 청사로 277
534,대전청,대전유성,유성,지구대,042-822-0112,대전광역시 유성구 문화원로 136
535,대전청,대전유성,도룡,지구대,042-862-0112,대전광역시 유성구 가정로 318 도룡지구대
536,대전청,대전유성,노은,파출소,042-725-6206,대전광역시 유성구 은구비로 72 노은파출소
537,대전청,대전유성,구즉,파출소,042-935-4112,대전광역시 유성구 구룡달전로 21
538,대전청,대전유성,진잠,파출소,042-725-6008,대전광역시 유성구 원내로 3
539,울산청,울산중부,태화,지구대,052-245-0112,울산광역시 중구 종가5길 55
540,울산청,울산중부,학성,지구대,052-296-0112,울산광역시 중구 학산로 7
541,울산청,울산중부,병영,지구대,052-294-0112,울산광역시 중구 병영성7길 11
542,울산청,울산중부,반구,파출소,052-293-0112,울산광역시 중구 반구정10길 4
543,울산청,울산중부,성안,파출소,052-244-3112,울산광역시 중구 성안로 257
544,울산청,울산중부,화봉,파출소,052-288-0112,울산광역시 북구 화봉로 83
545,울산청,울산중부,농소1,파출소,052-295-0112,울산광역시 북구 호계로 194
546,울산청,울산중부,농소2,파출소,052-282-0112,울산광역시 북구 아진로 74
547,울산청,울산남부,신정,지구대,052-273-0112,울산광역시 남구 돋질로 118
548,울산청,울산남부,삼산,지구대,052-265-0112,울산광역시 남구 번영로 217
549,울산청,울산남부,야음,지구대,052-273-8313,울산광역시 남구 수암로 277
550,울산청,울산남부,옥동,지구대,052-273-8321,울산광역시 남구 대공원입구로21번길 16
551,울산청,울산남부,무거,지구대,052-247-0112,울산광역시 남구 대학로 152-1
552,울산청,울산남부,본동,파출소,052-274-0112,울산광역시 남구 화합로194번길 17
553,울산청,울산동부,방어진,지구대,052-201-0112,울산광역시 동구 월봉12길 77
554,울산청,울산동부,전하,지구대,052-236-0112,울산광역시 동구 진성4길 20
555,울산청,울산동부,강동,파출소,052-298-0112,울산광역시 북구 동해안로 1446
556,울산청,울산동부,양정,파출소,052-287-0112,울산광역시 북구 염포로 549
557,울산청,울산동부,남목,파출소,052-235-0112,울산광역시 동구 동해안로 54
558,울산청,울산동부,서부,파출소,052-251-0112,울산광역시 동구 방어진순환도로 961
559,울산청,울산울주,서생,파출소,052-239-0112,울산광역시 울주군 서생면 해맞이로 867
560,울산청,울산울주,범서,파출소,052-211-8112,울산광역시 울주군 범서읍 대리로 12
561,울산청,울산울주,언양,파출소,052-262-0112,울산광역시 울주군 언양읍 남천둑길 77
562,울산청,울산울주,온양,파출소,052-238-0112,울산광역시 울주군 온양읍 남창2길 30
563,울산청,울산울주,온산,파출소,052-237-0112,울산광역시 울주군 온산읍 덕신로 229
564,울산청,울산울주,두동,파출소,052-262-7612,울산광역시 울주군 두동면 대밀길 대밀길 25
565,울산청,울산울주,상북,파출소,052-263-0112,울산광역시 울주군 상북면 상북로 294
566,울산청,울산울주,삼남,파출소,052-254-0112,울산광역시 울주군 삼남면 중남로 47
567,울산청,울산울주,청량,파출소,052-269-0112,울산광역시 울주군 온산읍 온산로 767
568,울산청,울산울주,웅촌,파출소,052-225-0112,울산광역시 울주군 웅촌면 곡천검단로 15
569,경기남부청,수원중부,장안문,지구대,031-244-1113,경기도 수원시 장안구 송정로 113
570,경기남부청,수원중부,노송,지구대,031-244-0113,경기도 수원시 장안구 이목로 58
571,경기남부청,수원중부,화서문,지구대,031-242-0112,경기도 수원시 팔달구 수성로182번길 3
572,경기남부청,수원중부,율천,파출소,031-293-2112,경기도 수원시 장안구 서부로 2124
573,경기남부청,수원중부,행궁,파출소,031-243-0112,경기도 수원시 팔달구 창룡대로 48번길
574,경기남부청,수원중부,창룡문,파출소,031-245-1113,경기도 수원시 장안구 경수대로 758
575,경기남부청,수원중부,동부,파출소,031-245-2112,경기도 수원시 팔달구 경수대로 621
576,경기남부청,수원남부,매탄,지구대,031-238-0113,경기도 수원시 팔달구 동수원로 403
577,경기남부청,수원남부,산남,지구대,031-211-0112,경기도 수원시 영통구 매영로 93-18
578,경기남부청,수원남부,곡선,지구대,031-226-3112,경기도 수원시 권선구 권중로 77
579,경기남부청,수원남부,영통,지구대,031-206-0112,경기도 수원시 영통구 청명로 92
580,경기남부청,수원남부,인계,파출소,031-232-4113,경기도 수원시 팔달구 인계동 장다리로 312
581,경기남부청,수원남부,권선,파출소,031-239-0112,경기도 수원시 권선로 699번길 24-23
582,경기남부청,수원남부,세류,파출소,031-232-2112,경기도 수원시 권선구 정조로 370
583,경기남부청,수원남부,태장,파출소,031-203-0112,경기도 수원시 영통구 영통로 143
584,경기남부청,수원남부,광교,파출소,031-214-3112,경기도 수원시 영통구 에듀타운로 82
585,경기남부청,수원서부,매산,지구대,031-245-2113,경기도 수원시 팔달구 덕영대로 924
586,경기남부청,수원서부,고등,파출소,031-245-1112,경기도 수원시 팔달구 고등동 고등로 50
587,경기남부청,수원서부,유천,파출소,031-232-0112,경기도 수원시 팔달구 매교동 매산로 116번길 50
588,경기남부청,수원서부,서호,지구대,031-292-1112,경기도 수원시 권선구 구운동 구운로 73번길 18-13
589,경기남부청,수원서부,호매실,파출소,031-278-0118,경기도 수원시 권선구 금곡동 금곡로 190
590,경기남부청,수원서부,당수,파출소,031-415-2112,경기도 수원시 권선구 당수동 당진로 32번길 28-4
591,경기남부청,수원서부,고색,파출소,031-291-4112,경기도 수원시 권선구 고색동 매송고색로 750
592,경기남부청,안양동안,갈산,지구대,031-456-1113,경기도 안양시 동안구 흥안대로 223번길 30-1
593,경기남부청,안양동안,인덕원,지구대,031-423-0112,경기도 안양시 동안구 동편로 190
594,경기남부청,안양동안,비산,지구대,031-447-0112,경기도 안양시 동안구 관악대로 125
595,경기남부청,안양동안,호계,파출소,031-452-5607,경기도 안양시 동안구 경수대로 508번길 17
596,경기남부청,안양동안,범계,파출소,031-381-0112,경기도 안양시 동안구 평촌대로 217번길 57
597,경기남부청,안양동안,평안,파출소,031-384-0112,경기도 안양시 동안구 관평로 138번길 43
598,경기남부청,안양만안,안양,지구대,031-449-2515,경기도 안양시 만안구 만안로 232
599,경기남부청,안양만안,명학,지구대,031-446-0112,경기도 안양시 만안구 안양로 170번길20
600,경기남부청,안양만안,석수,지구대,031-472-0112,경기도 안양시 만안구 경수대로 1161
601,경기남부청,안양만안,박달,지구대,031-466-0112,경기도 안양시 만안구 박달로 492
602,경기남부청,군포,군포,지구대,031-452-0112,경기도 군포시 군포로 511
603,경기남부청,군포,산본,지구대,031-397-4112,경기도 군포시 수리산로203번길 51
604,경기남부청,군포,대야,파출소,031-438-1125,경기도 군포시 대야1로 24번길 4
605,경기남부청,군포,금정,파출소,031-453-0105,경기도 군포시 군포로 683번길 31
606,경기남부청,군포,송부,파출소,031-391-0112,경기도 군포시 부곡동 1111-1
607,경기남부청,성남수정,수진,지구대,031-750-4020,경기도 성남시 수정구 시민로 150
608,경기남부청,성남수정,신흥,지구대,031-750-4030,경기도 성남시 수정구 시민로 150
609,경기남부청,성남수정,고등,파출소,031-750-4050,경기도 성남시 수정구 대왕판교로 942
610,경기남부청,성남수정,복정,파출소,031-750-4060,경기도 성남시 수정구 복정로 36
611,경기남부청,성남수정,산성,파출소,031-750-4014,경기도 성남시 수정구 수정남로 317
612,경기남부청,성남수정,단대,파출소,031-750-4010,경기도 성남시 수정구 단대로 15
613,경기남부청,성남수정,중앙,파출소,031-750-4040,경기도 성남시 수정구 수정로 145
614,경기남부청,성남수정,태평4,파출소,031-750-4034,경기도 성남시 수정구 남문로 128
615,경기남부청,성남수정,수진1,파출소,031-750-4024,경기도 성남시 수정구 탄리로 21
617,경기남부청,성남중원,성호,지구대,031-752-3327,경기도 성남시 중원구 산성대로 190-6
618,경기남부청,성남중원,금광,지구대,031-743-3323,경기도 성남시 중원구 금빛로 33
619,경기남부청,성남중원,은행,파출소,031-743-3320,경기도 성남시 중원구 은행로25번길 14
620,경기남부청,성남중원,대원,파출소,031-743-3325,경기도 성남시 중원구 둔촌대로 439
621,경기남부청,성남중원,상대원2,파출소,031-743-3326,경기도 성남시 중원구 희망로 373
622,경기남부청,성남중원,도촌,파출소,031-723-6663,경기도 성남시 중원구 도촌북로 43
623,경기남부청,분당,서현,지구대,031-701-0112,경기도 성남시 분당구 중앙공원로31번길 30
624,경기남부청,분당,야탑,지구대,031-706-3112,경기도 성남시 분당구 야탑로 76
625,경기남부청,분당,금곡,지구대,031-714-0112,경기도 성남시 분당구 성남대로 171번길 12
626,경기남부청,분당,서판교,파출소,031-8016-3112,경기도 성남시 분당구 운중로 146번길 6
627,경기남부청,분당,동판교,파출소,031-707-0112,경기도 성남시 분당구 동판교로 266번길 24
628,경기남부청,분당,구미,파출소,031-712-3329,경기도 성남시 분당구 구미로 107
629,경기남부청,분당,수내,파출소,031-711-0292,경기도 성남시 분당구 불정로253
630,경기남부청,부천소사,송내,지구대,032-456-0185,경기도 부천시 소사구 성주로 147
631,경기남부청,부천소사,소사,지구대,032-456-0186,경기도 부천시 소사구 경인로 363
632,경기남부청,부천소사,범박,지구대,032-456-0187,경기도 부천시 소사구 범안로 131
633,경기남부청,부천원미,중동,지구대,032-325-5112,경기도 부천시 원미구 석천로 203-16
634,경기남부청,부천원미,중앙,지구대,032-612-0113,경기도 부천시 원미구 장말로 337
635,경기남부청,부천원미,상동,지구대,032-325-0112,경기도 부천시 원미구 상일로 99
636,경기남부청,부천원미,원미,지구대,032-652-0112,경기도 부천시 원미구 원미로 149번길4
637,경기남부청,부천원미,계남,지구대,032-613-0112,경기도 부천시 조마루로 252
638,경기남부청,부천원미,역곡,지구대,032-342-0112,경기도 부천시 부일로 711번길 29
639,경기남부청,부천원미,약대,파출소,032-675-0113,경기도 부천시 중동로 388번길 6
640,경기남부청,부천오정,내동,지구대,032-672-0112,경기도 부천시 오정구 신흥로 411(삼정동)
641,경기남부청,부천오정,원종,지구대,032-673-0112,경기도 부천시 오정구 소사로 778(원종동)
642,경기남부청,부천오정,고강,파출소,032-672-0113,경기도 부천시 오정구 역곡로 519(고강동)
643,경기남부청,부천오정,성곡,파출소,032-675-0112,경기도 부천시 오정구 삼작로352번길 42(여월동)
644,경기남부청,광명,철산,지구대,02-2682-0112,"경기도 광명시 철산로29번길 16(철산동, 철산지구대)"
645,경기남부청,광명,하안,지구대,02-809-0112,"경기도 광명시 범안로1027(하안동,하안지구대)"
646,경기남부청,광명,소하,지구대,02-899-0112,"경기도 광명시 금하로 500(소하동, 소하지구대)"
647,경기남부청,광명,광남,지구대,02-2613-0112,"경기도 광명시 광명로 772(광명동, 광남지구대)"
648,경기남부청,광명,광명,파출소,02-2685-0112,"경기도 광명시 오리로 991번길 6 (광명동, 광명파출소)"
649,경기남부청,안산단원,호수,지구대,031-439-7112,경기도 안산시 단원구 화랑로 373
650,경기남부청,안산단원,고잔,파출소,031-401-0112,경기도 안산시 단원구 광덕2로 127
651,경기남부청,안산단원,와동,파출소,031-410-0112,경기도 안산시 단원구 화랑로 397
652,경기남부청,안산단원,선부,파출소,031-482-0112,경기도 안산시 단원구 선부로 323
653,경기남부청,안산단원,선부2,파출소,031-508-0112,경기도 안산시 단원구 선부광장1로 150
654,경기남부청,안산단원,선부3,파출소,031-486-0112,경기도 안산시 단원구 선여불로 19
655,경기남부청,안산단원,원곡,파출소,031-495-0113,경기도 안산시 단원구 선삼로 2길 14-20
656,경기남부청,안산단원,원선,파출소,031-495-0112,경기도 안산시 단원구 원곡공원로30
657,경기남부청,안산단원,대부,파출소,032-886-0112,경기도 안산시 단원구 원선로33
658,경기남부청,안산단원,공단,파출소,031-494-0112,경기도 안산시 단원구 대부중앙로 67
659,경기남부청,안산단원,신길,파출소,031-413-0112,경기도 안산시 단원구 동산로 29
660,경기남부청,안산상록,본오,지구대,031-417-0112,경기도 안산시 상록구 상록수로 12
661,경기남부청,안산상록,사동,지구대,031-407-0112,경기도 안산시 상록구 석호로 175
662,경기남부청,안산상록,반월,파출소,031-437-0112,경기도 안산시 상록구 건건동 47
663,경기남부청,안산상록,일동,파출소,031-418-0112,경기도 안산시 상록구 호동로 118
664,경기남부청,안산상록,수암,파출소,031-484-0112,경기도 안산시 상록구 수인로 2026
665,경기남부청,안산상록,본오1,파출소,031-415-0112,경기도 안산시 상록구 샘골로 11
666,경기남부청,안산상록,부곡,파출소,031-416-0112,경기도 안산시 상록구 성호로 324
667,경기남부청,안산상록,월피,파출소,031-414-8112,경기도 안산시 상록구 안산천서로 215
668,경기남부청,안산상록,성포,파출소,031-414-5112,경기도 안산시 상록구 예술광장1로 78
669,경기남부청,안산상록,팔곡,파출소,031-416-5112,경기도 안산시 상록구 소학길 8
670,경기남부청,시흥,옥구,지구대,031-499-0112,경기도 시흥시 정왕대로 118번길 1
671,경기남부청,시흥,장곡,지구대,031-317-0112,경기도 시흥시 장곡로 54번길 25-14
672,경기남부청,시흥,군자,파출소,031-491-0112,경기도 시흥시 군자로 513
673,경기남부청,시흥,매화,파출소,031-315-0112,경기도 시흥시 매화로 36
674,경기남부청,시흥,신천,파출소,031-314-0112,경기도 시흥시 신천로 100번 안길 15
675,경기남부청,시흥,정왕,지구대,031-433-4112,경기도 시흥시 정왕신길로 216
676,경기남부청,시흥,시화,파출소,031-432-0112,경기도 시흥시 중심상가로 271
677,경기남부청,시흥,은행,파출소,031-318-0112,경기도 시흥시 은행로 148
678,경기남부청,시흥,대야,파출소,031-311-0112,경기도 시흥시 호현로 42
679,경기남부청,시흥,능곡,파출소,031-315-0113,경기도 시흥시 장현능곡로 211
680,경기남부청,평택,평택,지구대,031-651-2113,경기도 평택시 중앙1로 23
681,경기남부청,평택,서정,지구대,031-666-2113,경기도 평택시 서정역로 34
682,경기남부청,평택,팽성,파출소,031-691-8112,경기도 평택시 팽성읍 동서촌로 93
683,경기남부청,평택,진위,파출소,031-668-6112,경기도 평택시 진위면 경기대로 1856
684,경기남부청,평택,서탄,파출소,031-662-9112,경기도 평택시 서탄면 서탄로 280
685,경기남부청,평택,포승,파출소,031-682-3112,경기도 평택시 포승읍 서동대로 1150
686,경기남부청,평택,비전,파출소,031-656-7112,경기도 평택시 평택5로 189
687,경기남부청,평택,고덕,파출소,031-668-5112,경기도 평택시 고덕면 고덕로 297
688,경기남부청,평택,송탄,파출소,031-666-2112,경기도 평택시 탄현로 331
689,경기남부청,평택,안중,파출소,031-681-0112,경기도 평택시 안중읍 현화중앙길 71
690,경기남부청,평택,현덕,파출소,031-681-3113,경기도 평택시 현덕면 안현로 144
691,경기남부청,평택,청북,파출소,031-683-5112,경기도 평택시 청북읍 신포길 38
692,경기남부청,평택,오성,파출소,031-681-6115,경기도 평택시 오성면 숙성시장길 71
693,경기남부청,평택,만호,파출소,031-682-1166,경기도 평택시 포승읍 평택항로 170
694,경기남부청,평택,신장,파출소,031-662-1399,경기도 평택시 신서로 65
695,경기남부청,화성동부,오산,지구대,031-378-1112,경기도 오산시 운암로 11
696,경기남부청,화성동부,태안,지구대,031-235-0112,경기도 화성시 떡전골로 112-2
697,경기남부청,화성동부,동탄,지구대,031-613-3112,경기도 화성시 노작로 226-1
698,경기남부청,화성동부,정남,파출소,031-352-2112,경기도 화성시 정남면 만년로 582
699,경기남부청,화성동부,궐동,파출소,031-374-4112,경기도 오산시 오산로 371
700,경기남부청,화성동부,안용,파출소,031-234-0112,경기도 화성시 용주로 32번길 4
701,경기남부청,화성동부,중앙,파출소,031-374-5111,경기도 오산시 역광장로 70
702,경기남부청,화성동부,동탄2,파출소,031-374-5112,경기도 화성시 동탄영천로 70
703,경기남부청,화성동부,세교,파출소,031-375-5112,경기도 오산시 세마역로 5
704,경기남부청,화성서부,남양,파출소,031-356-2112,경기도 화성시 남양시장로 47
705,경기남부청,화성서부,발안,파출소,031-352-0112,경기도 화성시 향남읍 3.1만세로 1096
706,경기남부청,화성서부,봉담,파출소,031-227-1112,경기도 화성시 봉담읍 와우로15번길 17
707,경기남부청,화성서부,우정,파출소,031-351-1112,경기도 화성시 우정읍 조암남로31
708,경기남부청,화성서부,서신,파출소,031-357-3112,경기도 화성시 서신면 매화1길 31
709,경기남부청,화성서부,송산,파출소,031-357-1112,경기도 화성시 송산면 송산포도로 98
710,경기남부청,화성서부,팔탄,파출소,031-353-3112,경기도 화성시 팔탄면 서촌길 9
711,경기남부청,화성서부,비봉,파출소,031-356-0112,경기도 화성시 비봉면 양노로 118
712,경기남부청,화성서부,매송,파출소,031-291-2112,경기도 화성시 매송면 화성로 2249
713,경기남부청,화성서부,마도,파출소,031-356-1112,경기도 화성시 마도면 석교로 179
714,경기남부청,화성서부,양감,파출소,031-352-1112,경기도 화성시 양감면 은행나무로 263
715,경기남부청,용인동부,중앙,지구대,031-335-2119,경기도 용인시 처인구 금령로 18
716,경기남부청,용인동부,구갈,지구대,031-274-5112,경기도 용인시 기흥구 관곡로 41
717,경기남부청,용인동부,고매,파출소,031-286-0113,경기도 용인시 기흥구 동탄기흥로 715
718,경기남부청,용인동부,모현,파출소,031-333-8212,경기도 용인시 처인구 백옥대로 2372
719,경기남부청,용인동부,남사,파출소,031-332-6112,경기도 용인시 처인구 남사면 처인성로 185번길 13
720,경기남부청,용인동부,이동,파출소,031-336-7112,경기도 용인시 처인구 이동면 경기동로 688
721,경기남부청,용인동부,포곡,파출소,031-332-5112,경기도 용인시 처인구 포곡로 278번길 3
722,경기남부청,용인동부,양지,파출소,031-338-3112,경기도 용인시 처인구 양지로 165
723,경기남부청,용인동부,원삼,파출소,031-332-8112,경기도 용인시 처인구 원삼면 고당로 15번길 1
724,경기남부청,용인동부,백암,파출소,031-332-4112,경기도 용인시 처인구 백암로 201번길 9
725,경기남부청,용인동부,동백,파출소,031-285-7113,경기도 용인시 기흥구 동백6로 37
726,경기남부청,용인동부,동부,파출소,031-333-7119,경기도 용인시 처인구 경안천로 16
727,경기남부청,용인동부,상갈,파출소,031-283-2112,경기도 용인시 기흥구 중부대로 380 
728,경기남부청,용인동부,흥덕,파출소,031-214-4112,경기도 용인시 기흥구 흥덕2로 8번길 1
729,경기남부청,용인동부,보라,파출소,031-284-5112,경기도 용인시 기흥구 한보라 1로 42-3
730,경기남부청,용인서부,수지,지구대,031-262-0112,경기도 용인시 수지구 풍덕천로190번길 18
731,경기남부청,용인서부,보정,지구대,031-889-4112,경기도 용인시 기흥구 보정로 110
732,경기남부청,용인서부,상현,지구대,031-272-9112,경기도 용인시 수지구 심곡로 7
733,경기남부청,용인서부,구성,파출소,031-283-3112,경기도 용인시 기흥구 구성로 68
735,경기남부청,광주,경안,지구대,031-764-2420,경기도 광주시 중앙로 137
736,경기남부청,광주,곤지암,파출소,031-762-6112,경기도 광주시 곤지암읍 곤지암로 38
737,경기남부청,광주,오포서부,파출소,031-762-1311,경기도 광주시 오포읍 오포로 171번길 3
738,경기남부청,광주,오포동부,파출소,031-766-4112,경기도 광주시 오포읍 오포로 869
739,경기남부청,광주,퇴촌,파출소,031-767-2112,경기도 광주시 퇴촌면 광동로 45
740,경기남부청,광주,초월,파출소,031-766-4512,경기도 광주시 초월읍 경충대로 1243
741,경기남부청,광주,태전,파출소,031-768-6112,경기도 광주시 태봉로 46
742,경기남부청,광주,남한산성,파출소,031-742-0112,경기도 광주시 중부면 남한산성로 757
743,경기남부청,광주,도척,파출소,031-762-5112,경기도 광주시 도척면 도척로 603
744,경기남부청,김포,사우,지구대,031-998-0112,경기도 김포시 사우중로 35-5
745,경기남부청,김포,장기,파출소,031-997-0112,경기도 김포시 청송로 36
746,경기남부청,김포,양촌,파출소,031-991-0112,경기도 김포시 양곡1로 68번길 3
747,경기남부청,김포,고촌,파출소,031-985-0112,경기도 김포시 고촌읍 김포대로 347
748,경기남부청,김포,대곶,파출소,031-981-0112,경기도 김포시 대곶면 율생로 72
749,경기남부청,김포,통진,파출소,031-989-0112,경기도 김포시 통진읍 조강로 83
750,경기남부청,김포,하성,파출소,031-988-0112,경기도 김포시 하성면 애기봉로 847
751,경기남부청,김포,월곶,파출소,031-987-0112,경기도 김포시 월곶면 군하로 276번길 13
753,경기남부청,김포,풍무,파출소,031-982-0112,경기도 김포시 풍무동 154-6(풍무2지구)
754,경기남부청,과천,과천,지구대,02-502-4112,경기도 과천시 관문로 136
755,경기남부청,과천,별양,지구대,02-502-2112,경기도 과천시 별양로 58
756,경기남부청,의왕,의왕,지구대,031-457-2112,경기도 의왕시 경수대로 352
757,경기남부청,의왕,부곡,파출소,031-461-0112,경기도 의왕시 한백이길 3
758,경기남부청,의왕,청계,파출소,031-425-3112,경기도 의왕시 안양판교로 227
759,경기남부청,의왕,내손,파출소,031-422-8112,경기도 의왕시 갈미로 77
760,경기남부청,하남,하남,지구대,031-792-2112,경기도 하남시 신장로 66번지
761,경기남부청,하남,덕풍,지구대,031-791-0112,경기도 하남시 덕풍동 225-5
762,경기남부청,하남,서부,파출소,02-485-0112,경기도 하남시 감북로 43
763,경기남부청,하남,미사,파출소,031-794-0112,경기도 하남시 아리수로 567
764,경기남부청,하남,창우,파출소,031-796-0112,경기도 하남시 대청로 114
765,경기남부청,이천,창전,지구대,031-635-2819,경기도 이천시 영창로 171
766,경기남부청,이천,증포,파출소,031-635-7112,경기도 이천시 증포동 갈산로 19
767,경기남부청,이천,부발,파출소,031-632-5112,경기도 이천시 부발읍 무촌로 167-5
768,경기남부청,이천,아미,파출소,031-636-0112,경기도 이천시 부발읍 경충대로 2154
769,경기남부청,이천,마장,파출소,031-632-2112,경기도 이천시 마장면 오천로 101
